id,name,category
commercial_vehicle-vehicle_type_lcv-fuel_source_bev-engine_size_very_small-vehicle_age_post_2015-vehicle_weight_na,Battery EV LCV (very small) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_gt_3000cc-vehicle_age_post_2015-vehicle_weight_na,Diesel LCV (>3000cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_gte_3000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - Diesel (>3000 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_na-vehicle_age_na-vehicle_weight_na,LCV - Diesel - default factor,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_na-vehicle_age_post_2015-vehicle_weight_na,Diesel LCV (average) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_diesel_hev-engine_size_gt_3000cc-vehicle_age_post_2015-vehicle_weight_na,Diesel hybrid LCV (>3000cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_diesel_hev-engine_size_gte_3000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - Diesel hybrid (>3000 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_diesel_hev-engine_size_na-vehicle_age_post_2015-vehicle_weight_na,Diesel hybrid LCV (average) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_diesel_phev_electricity_consumption-engine_size_gt_1350cc_lt_1600cc-vehicle_age_post_2015-vehicle_weight_na,Diesel PHEV LCV (1350-1600cc) - electricity consumption post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_diesel_phev_electricity_consumption-engine_size_gt_1600cc_lt_2000cc-vehicle_age_post_2015-vehicle_weight_na,Diesel PHEV LCV (1600-2000cc) - electricity consumption post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_diesel_phev_electricity_consumption-engine_size_gt_2000cc_lt_3000cc-vehicle_age_post_2015-vehicle_weight_na,Diesel PHEV LCV (2000-3000cc) - electricity consumption post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_diesel_phev_electricity_consumption-engine_size_gt_3000cc-vehicle_age_post_2015-vehicle_weight_na,Diesel PHEV LCV (>3000cc) - electricity consumption post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_diesel_phev_electricity_consumption-engine_size_lt_1350cc-vehicle_age_post_2015-vehicle_weight_na,Diesel PHEV LCV (<1350cc) - electricity consumption post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_diesel_phev_fuel_combustion-engine_size_gt_1350cc_lt_1600cc-vehicle_age_post_2015-vehicle_weight_na,Diesel PHEV LCV (1350-1600cc) - fuel combustion post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_diesel_phev_fuel_combustion-engine_size_gt_1600cc_lt_2000cc-vehicle_age_post_2015-vehicle_weight_na,Diesel PHEV LCV (1600-2000cc) - fuel combustion post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_diesel_phev_fuel_combustion-engine_size_gt_2000cc_lt_3000cc-vehicle_age_post_2015-vehicle_weight_na,Diesel PHEV LCV (2000-3000cc) - fuel combustion post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_diesel_phev_fuel_combustion-engine_size_gt_3000cc-vehicle_age_post_2015-vehicle_weight_na,Diesel PHEV LCV (>3000cc) - fuel combustion post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_diesel_phev_fuel_combustion-engine_size_lt_1350cc-vehicle_age_post_2015-vehicle_weight_na,Diesel PHEV LCV (<1350cc) - fuel combustion post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_fcev_electrolysis_renewable-engine_size_na-vehicle_age_na-vehicle_weight_na,Hydrogen LCV (electrolysis renewable energy),Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_fcev_smr_biomethane-engine_size_na-vehicle_age_na-vehicle_weight_na,Hydrogen LCV (SMR biomethane),Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_fcev_smr_natural_gas-engine_size_na-vehicle_age_na-vehicle_weight_na,Hydrogen LCV (SMR natural gas),Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_petrol-engine_size_gt_3000cc-vehicle_age_post_2015-vehicle_weight_na,Petrol LCV (>3000cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_petrol-engine_size_gte_3000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - Petrol (>3000 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_petrol-engine_size_na-vehicle_age_na-vehicle_weight_na,LCV - Petrol - default factor,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_petrol-engine_size_na-vehicle_age_post_2015-vehicle_weight_na,Petrol LCV (average) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_petrol_hev-engine_size_gt_3000cc-vehicle_age_post_2015-vehicle_weight_na,Petrol hybrid LCV (>3000cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_petrol_hev-engine_size_gte_3000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - Petrol hybrid (>3000 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_petrol_hev-engine_size_na-vehicle_age_na-vehicle_weight_na,LCV - Petrol hybrid - default factor,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_petrol_hev-engine_size_na-vehicle_age_post_2015-vehicle_weight_na,Petrol hybrid LCV (average) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_petrol_phev_electricity_consumption-engine_size_gt_1350cc_lt_1600cc-vehicle_age_post_2015-vehicle_weight_na,Petrol PHEV LCV (1350-1600cc) - electricity consumption post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_petrol_phev_electricity_consumption-engine_size_gt_1600cc_lt_2000cc-vehicle_age_post_2015-vehicle_weight_na,Petrol PHEV LCV (1600-2000cc) - electricity consumption post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_petrol_phev_electricity_consumption-engine_size_gt_2000cc_lt_3000cc-vehicle_age_post_2015-vehicle_weight_na,Petrol PHEV LCV (2000-3000cc) - electricity consumption post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_petrol_phev_electricity_consumption-engine_size_gt_3000cc-vehicle_age_post_2015-vehicle_weight_na,Petrol PHEV LCV (>3000cc) - electricity consumption post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_petrol_phev_electricity_consumption-engine_size_lt_1350cc-vehicle_age_post_2015-vehicle_weight_na,Petrol PHEV LCV (<1350cc) - electricity consumption post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_petrol_phev_fuel_combustion-engine_size_gt_1350cc_lt_1600cc-vehicle_age_post_2015-vehicle_weight_na,Petrol PHEV LCV (1350-1600cc)  - fuel combustion post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_petrol_phev_fuel_combustion-engine_size_gt_1600cc_lt_2000cc-vehicle_age_post_2015-vehicle_weight_na,Petrol PHEV LCV (1600-2000cc) - fuel combustion post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_petrol_phev_fuel_combustion-engine_size_gt_2000cc_lt_3000cc-vehicle_age_post_2015-vehicle_weight_na,Petrol PHEV LCV (2000-3000cc) - fuel combustion post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_petrol_phev_fuel_combustion-engine_size_gt_3000cc-vehicle_age_post_2015-vehicle_weight_na,Petrol PHEV LCV (>3000cc) - fuel combustion post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_petrol_phev_fuel_combustion-engine_size_lt_1350cc-vehicle_age_post_2015-vehicle_weight_na,Petrol PHEV LCV (<1350cc) - fuel combustion post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel_diesel_consumption-engine_size_gt_1350cc_lt_1600cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Diesel) - Diesel consumption (1350 - 1600 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel_diesel_consumption-engine_size_gt_1600cc_lt_2000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Diesel) - Diesel consumption (1600 - 2000 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel_diesel_consumption-engine_size_gt_2000cc_lt_3000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Diesel) - Diesel consumption (2000 - 3000 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel_diesel_consumption-engine_size_gte_3000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Diesel) - Diesel consumption (>3000 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel_diesel_consumption-engine_size_lt_1350cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Diesel) - Diesel consumption (<1350 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel_electricity_consumption-engine_size_gt_1350cc_lt_1600cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Diesel) - Electricity consumption (1350 - 1600 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel_electricity_consumption-engine_size_gt_1600cc_lt_2000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Diesel) - Electricity consumption (1600 - 2000 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel_electricity_consumption-engine_size_gt_2000cc_lt_3000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Diesel) - Electricity consumption (2000 - 3000 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel_electricity_consumption-engine_size_gte_3000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Diesel) - Electricity consumption (>3000 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_diesel_electricity_consumption-engine_size_lt_1350cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Diesel) - Electricity consumption (<1350 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol_electricity_consumption-engine_size_gt_1350cc_lt_1600cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Petrol) - Electricity consumption (1350 - 1600 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol_electricity_consumption-engine_size_gt_1600cc_lt_2000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Petrol) - Electricity consumption (1600 - 2000 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol_electricity_consumption-engine_size_gt_2000cc_lt_3000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Petrol) - Electricity consumption (2000 - 3000 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol_electricity_consumption-engine_size_gte_3000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Petrol) - Electricity consumption (>3000 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol_electricity_consumption-engine_size_lt_1350cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Petrol) - Electricity consumption (<1350 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol_petrol_consumption-engine_size_gt_1350cc_lt_1600cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Petrol) - Petrol consumption (1350 - 1600 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol_petrol_consumption-engine_size_gt_1600cc_lt_2000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Petrol) - Petrol consumption (1600 - 2000 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol_petrol_consumption-engine_size_gt_2000cc_lt_3000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Petrol) - Petrol consumption (2000 - 3000 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol_petrol_consumption-engine_size_gte_3000cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Petrol) - Petrol consumption (>3000 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv-fuel_source_phev_petrol_petrol_consumption-engine_size_lt_1350cc-vehicle_age_post_2015-vehicle_weight_na,LCV - PHEV (Petrol) - Petrol consumption (<1350 cc) post-2015,Vehicles
commercial_vehicle-vehicle_type_lcv_default_factor-fuel_source_diesel_hev-engine_size_na-vehicle_age_na-vehicle_weight_na,LCV - Diesel hybrid - default factor,Vehicles
commercial_vehicle-vehicle_type_truck_b1_light-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Light-duty truck b1,Vehicles
communication_services-type_couriers_messengers,Couriers and messengers,Information and Communication Services
communication_services-type_internet_telecommunications_services_and_online_content,Internet telecommunications services and online content,Information and Communication Services
communication_services-type_it_design_and_development_related_services,IT design and development related services,Information and Communication Services
communication_services-type_it_infrastructure_provisioning_and_network_management_services,IT infrastructure provisioning and network management services,Information and Communication Services
communication_services-type_it_technical_consulting_and_support_services,IT technical consulting and support services,Information and Communication Services
communication_services-type_licensing_services_for_the_right_to_use_computer_software_and_databases,Licensing services for the right to use computer software and databases,Information and Communication Services
communication_services-type_news_agency_library_and_archive_services,News agency/library and archive services,Information and Communication Services
communication_services-type_news_syndicates_libraries_archives_internet_publishing_all_other_information_services,News syndicates/libraries/archives/Internet publishing and all other information services,Information and Communication Services
communication_services-type_publishing_printing_and_reproduction_services,Publishing/printing and reproduction services,Information and Communication Services
communication_services-type_recording_media,Recording media,Information and Communication Services
communication_services-type_sales_and_trade_ins_for_communication,Sales and trade-ins for communication,Information and Communication Services
communication_services-type_telecommunication_services,Telecommunications services,Information and Communication Services
communication_services-type_wireless_telecommunications,Wireless telecommunications,Information and Communication Services
construction-type_balconies,Balconies,Construction
construction-type_brick_chimney_double_duct,Brick chimney double-duct,Construction
construction-type_building_completion_work,Building completion work,Construction
construction-type_commercial_structures_incl_farm_structures,Commercial structures/including farm structures,Construction
construction-type_educational_vocational_structures,Educational and vocational structures,Construction
construction-type_health_care_structures,Health care structures,Construction
construction-type_manufacturing_structures,Manufacturing structures,Construction
construction-type_multifamily_residential_structures,Multifamily residential structures,Construction
construction-type_non_residential_building_construction,Non-residential building construction,Construction
construction-type_other_nonresidential_structures,Other nonresidential structures,Construction
construction-type_other_residential_structures,Other residential structures,Construction
construction-type_pipework_for_electric_heat_pump_brine_water_geothermal_collector_10kw,Pipework for electric heat pump (brine-water geothermal collector) 10kW,Construction
construction-type_pipework_for_electric_heat_pump_brine_water_geothermal_collector_20kw,Pipework for electric heat pump (brine-water geothermal collector) 20kW,Construction
construction-type_pipework_for_electric_heat_pump_brine_water_geothermal_collector_70kw,Pipework for electric heat pump (brine-water geothermal collector) 70kW,Construction
construction-type_pipework_for_electric_heat_pump_brine_water_geothermal_probe_10kw,Pipework for electric heat pump (brine-water geothermal probe) 10kW,Construction
construction-type_pipework_for_electric_heat_pump_brine_water_geothermal_probe_20kw,Pipework for electric heat pump (brine-water geothermal probe) 20kW,Construction
construction-type_pipework_for_electric_heat_pump_brine_water_geothermal_probe_70kw,Pipework for electric heat pump (brine-water geothermal probe) 70kW,Construction
construction-type_pipework_for_electric_heat_pump_water_water_10kw,Pipework for electric heat pump (water-water) 10kW,Construction
construction-type_pipework_for_electric_heat_pump_water_water_20kw,Pipework for electric heat pump (water-water) 20kW,Construction
construction-type_pipework_for_electric_heat_pump_water_water_70kw,Pipework for electric heat pump (water-water) 70kW,Construction
construction-type_power_communication_structures,Power and communication structures,Construction
construction-type_pre_erection_work,Pre-erection work,Construction
construction-type_prefabricated_buildings,Prefabricated buildings,Construction
construction-type_residential_building_construction,Residential building construction,Construction
construction-type_single_family_residential_structures,Single-family residential structures,Construction
construction-type_stairs,Stairs,Construction
construction-type_transportation_structures_highways_streets,Transportation structures and highways and streets,Construction
construction-type_window_fitting_for_horizontal_sliding_window,Window fitting for horizontal sliding window,Construction
construction-type_window_fitting_for_tilt_and_turn_window,Window fitting for tilt and turn window,Construction
construction-type_window_fitting_for_vertical_sliding_window,Window fitting for vertical sliding window,Construction
consumer_goods-type_0.2kg_down_jacket,0.2kg down jacket,Clothing and Footwear
consumer_goods-type_0.8kg_feather_pillow,0.8kg feather pillow,Furnishings and Household
consumer_goods-type_1.4kg_duvet,1.4kg duvet,Clothing and Footwear
consumer_goods-type_admission_charges_to_cinemas_theatres_concerts,Admission charges to cinemas/theatres/concerts,Recreation and Culture
consumer_goods-type_al_pe_pa_complex_package,Al-PE-Pa complex package,Furnishings and Household
consumer_goods-type_alcoholic_beverages_nec,Alcoholic beverages nec,Food/Beverages/Tobacco
consumer_goods-type_all_other_foods,All other foods,Food/Beverages/Tobacco
consumer_goods-type_almond_coconut_milk-origin_region_multi_region,Almond coconut milk,Food/Beverages/Tobacco
consumer_goods-type_apples_and_pears_fresh_or_chilled,Apples and pears (fresh or chilled),Food/Beverages/Tobacco
consumer_goods-type_articles_for_personal_hygiene,Articles for personal hygiene,Personal Care and Accessories
consumer_goods-type_baby_and_invalid_food,Baby and invalid food,Food/Beverages/Tobacco
consumer_goods-type_bacon_ham_and_smallgood_products,Bacon/ham and smallgood products,Food/Beverages/Tobacco
consumer_goods-type_bakery_products,Bakery products,Food/Beverages/Tobacco
consumer_goods-type_bamboo_floor,Bamboo floor,Furnishings and Household
consumer_goods-type_bamboo_furniture,Bamboo furniture,Furnishings and Household
consumer_goods-type_bamboo_integrated_timber_tea_table,Bamboo integrated timber tea table,Furnishings and Household
consumer_goods-type_bananas,Bananas,Food/Beverages/Tobacco
consumer_goods-type_bananas_fresh_or_chilled,Bananas (fresh or chilled),Food/Beverages/Tobacco
consumer_goods-type_bathroom_components,Bathroom components,Furnishings and Household
consumer_goods-type_beans_pinto_usa_dried-origin_region_multi_region,Beans pinto USA dried,Food/Beverages/Tobacco
consumer_goods-type_beauty_products_perfumes_and_deodorants,Beauty products/perfumes and deodorants,Personal Care and Accessories
consumer_goods-type_beer_consumed_off_licensed_premises,Beer consumed off licensed premises,Food/Beverages/Tobacco
consumer_goods-type_beer_consumed_on_licensed_premises,Beer consumed on licensed premises,Food/Beverages/Tobacco
consumer_goods-type_beer_soft_drinks_and_fruit_juices,Beer / soft drinks and fruit juices,Food/Beverages/Tobacco
consumer_goods-type_berry_fruit_kiwifruit_and_grapes_fresh_or_chilled,Berry fruit/kiwifruit and grapes (fresh or chilled),Food/Beverages/Tobacco
consumer_goods-type_books_newspapers_magazines_other_print_media,Books/newspapers/magazines and other print media,Recreation and Culture
consumer_goods-type_boys_clothing_excluding_headwear_and_neckwear,Boys' clothing (excluding headwear and neckwear),Clothing and Footwear
consumer_goods-type_brassica_fresh_or_chilled,Brassica (fresh or chilled),Food/Beverages/Tobacco
consumer_goods-type_bread_other_baked_goods,Bread and other baked goods,Food/Beverages/Tobacco
consumer_goods-type_broadcasting_programming_and_programme_distribution_services,Broadcasting/programming and programme distribution services,Recreation and Culture
consumer_goods-type_butter-origin_region_multi_region,Butter,Food/Beverages/Tobacco
consumer_goods-type_cakes_and_biscuits,Cakes and biscuits,Food/Beverages/Tobacco
consumer_goods-type_canned_baked_beans_spaghetti_and_other_canned_meals,Canned baked beans/spaghetti and other canned meals,Food/Beverages/Tobacco
consumer_goods-type_canned_bottled_and_frozen_fruit,Canned/bottled and frozen fruit,Food/Beverages/Tobacco
consumer_goods-type_canned_vegetables,Canned vegetables,Food/Beverages/Tobacco
consumer_goods-type_cashew_nut-origin_region_multi_region,Cashew nut,Food/Beverages/Tobacco
consumer_goods-type_cheese-origin_region_multi_region,Cheese,Food/Beverages/Tobacco
consumer_goods-type_childrens_and_infants_footwear,Children's and infants' footwear,Clothing and Footwear
consumer_goods-type_chocolate,Chocolate,Food/Beverages/Tobacco
consumer_goods-type_cigarette,Cigarettes,Furnishings and Household
consumer_goods-type_cigarettes,Cigarettes,Food/Beverages/Tobacco
consumer_goods-type_citrus_fruit_fresh_or_chilled,Citrus fruit (fresh or chilled),Food/Beverages/Tobacco
consumer_goods-type_cleaning_products,Cleaning products,Furnishings and Household
consumer_goods-type_clothing,Clothing,Clothing and Footwear
consumer_goods-type_clothing_accessories,Clothing accessories,Clothing and Footwear
consumer_goods-type_clothing_clothing_accessories_stores,Clothing and clothing accessories stores,Clothing and Footwear
consumer_goods-type_clothing_nfd,Clothing nfd,Clothing and Footwear
consumer_goods-type_clothing_open_loop_source,Clothing (open-loop recycled source),Clothing and Footwear
consumer_goods-type_clothing_services,Clothing services,Clothing and Footwear
consumer_goods-type_cocoa_and_other_powdered_hot_drinks,Cocoa and other powdered hot drinks,Food/Beverages/Tobacco
consumer_goods-type_coffee,Coffee,Food/Beverages/Tobacco
consumer_goods-type_composite_wood_floor,Composite wood floor,Furnishings and Household
consumer_goods-type_concentrated_detergent,Concentrated detergent,Furnishings and Household
consumer_goods-type_conditioner,Conditioner,Personal Care and Accessories
consumer_goods-type_confectionery_products,Confectionery products,Food/Beverages/Tobacco
consumer_goods-type_corn_products,Corn products,Food/Beverages/Tobacco
consumer_goods-type_cotton_breathable_jacket,Cotton breathable jacket,Clothing and Footwear
consumer_goods-type_cotton_clothing,Cotton clothing,Clothing and Footwear
consumer_goods-type_cotton_jacket,Cotton jacket,Clothing and Footwear
consumer_goods-type_cotton_polo_shirt,Cotton polo shirt,Clothing and Footwear
consumer_goods-type_cotton_t_shirt,Cotton t-shirt,Clothing and Footwear
consumer_goods-type_cream-origin_region_multi_region,Cream,Food/Beverages/Tobacco
consumer_goods-type_decorative_paint,Decorative paint,Furnishings and Household
consumer_goods-type_denim_jacket,Denim jacket,Clothing and Footwear
consumer_goods-type_desserts_and_dessert_preparations_excluding_milk_based,Desserts and dessert preparations (excluding milk based),Food/Beverages/Tobacco
consumer_goods-type_detergent,Detergent,Furnishings and Household
consumer_goods-type_digital_imports_to_households,Digital imports to households,Recreation and Culture
consumer_goods-type_dishwasher,Dishwasher,Furnishings and Household
consumer_goods-type_disposable_chopsticks,Disposable chopsticks,Furnishings and Household
consumer_goods-type_dried_fruit,Dried fruit,Food/Beverages/Tobacco
consumer_goods-type_dried_vegetables,Dried vegetables,Food/Beverages/Tobacco
consumer_goods-type_drink_concentrates_and_powders,Drink concentrates and powders,Food/Beverages/Tobacco
consumer_goods-type_drinking_glass,Drinking glass,Furnishings and Household
consumer_goods-type_drum_washing_machine,Drum washing machine,Furnishings and Household
consumer_goods-type_dry_cleaning_laundry,Dry-cleaning and laundry,Clothing and Footwear
consumer_goods-type_dyed_cotton_shirt,Dyed cotton shirt,Clothing and Footwear
consumer_goods-type_e_cigarettes_and_refills,E-cigarettes and refills,Food/Beverages/Tobacco
consumer_goods-type_edible_oils,Edible oils,Food/Beverages/Tobacco
consumer_goods-type_eggs-origin_region_multi_region,Eggs,Food/Beverages/Tobacco
consumer_goods-type_eggs-origin_region_uk,Eggs,Food/Beverages/Tobacco
consumer_goods-type_eggs_barn-origin_region_uk,Eggs (barn),Food/Beverages/Tobacco
consumer_goods-type_eggs_cage_colony-origin_region_uk,Eggs (cage/colony),Food/Beverages/Tobacco
consumer_goods-type_eggs_free_range-origin_region_uk,Eggs (free range),Food/Beverages/Tobacco
consumer_goods-type_eggs_organic-origin_region_uk,Eggs (organic),Food/Beverages/Tobacco
consumer_goods-type_emulsion,Emulsion,Personal Care and Accessories
consumer_goods-type_energy_drinks,Energy drinks,Food/Beverages/Tobacco
consumer_goods-type_equipment_for_camping,Equipment for camping,Recreation and Culture
consumer_goods-type_equipment_for_sport_and_outdoor_recreation,Equipment for sport and outdoor recreation,Recreation and Culture
consumer_goods-type_external_venetian_blinds,External venetian blinds,Furnishings and Household
consumer_goods-type_facial_wash,Facial wash,Personal Care and Accessories
consumer_goods-type_finished_coated_fabric,Finished and coated fabric,Furnishings and Household
consumer_goods-type_fish_fresh_or_chilled,Fish (fresh / chilled),Food/Beverages/Tobacco
consumer_goods-type_flours_malts,Flours and malts,Food/Beverages/Tobacco
consumer_goods-type_food_additives_nec,Food additives nec,Food/Beverages/Tobacco
consumer_goods-type_food_beverage_stores,Food and beverage stores,Food/Beverages/Tobacco
consumer_goods-type_food_for_pets_and_domestic_livestock,Food for pets and domestic livestock,Food/Beverages/Tobacco
consumer_goods-type_footwear_accessories_and_services,Footwear accessories and services,Clothing and Footwear
consumer_goods-type_footwear_nfd,Footwear nfd,Clothing and Footwear
consumer_goods-type_fresh_broiler_chicken,Broiler chicken fresh,Food/Beverages/Tobacco
consumer_goods-type_fresh_fruits_tree_nuts,Fresh fruits and tree nuts,Food/Beverages/Tobacco
consumer_goods-type_fresh_milk,Fresh milk,Food/Beverages/Tobacco
consumer_goods-type_fresh_soybeans_canola_flaxseeds_other_oilseeds,Fresh soybeans/canola/flaxseeds and other oilseeds,Food/Beverages/Tobacco
consumer_goods-type_fresh_vegetables_melons_potatoes,Fresh vegetables/melons and potatoes,Food/Beverages/Tobacco
consumer_goods-type_fresh_wheat_corn_rice_other_grains,Fresh wheat/corn/rice and other grains,Food/Beverages/Tobacco
consumer_goods-type_frozen_food,Frozen food,Food/Beverages/Tobacco
consumer_goods-type_frozen_preserved_or_processed_fish_and_other_seafood,Frozen / preserved or processed fish and other seafood,Food/Beverages/Tobacco
consumer_goods-type_frozen_vegetables_and_other_preserved_or_processed_vegetables,Frozen vegetables and other preserved or processed vegetables,Food/Beverages/Tobacco
consumer_goods-type_fruit_and_vegetable_juices,Fruit and vegetable juices,Food/Beverages/Tobacco
consumer_goods-type_fruit_fresh,Fruit (fresh),Food/Beverages/Tobacco
consumer_goods-type_fruit_vegetable_preservation,Fruit and vegetable preservation,Food/Beverages/Tobacco
consumer_goods-type_furniture_and_furnishings,Furniture and furnishings,Furnishings and Household
consumer_goods-type_gambling_establishments_except_casino_hotels,Gambling establishments (except casino hotels),Recreation and Culture
consumer_goods-type_gambling_services,Gambling services,Recreation and Culture
consumer_goods-type_games_and_toys,Games and toys,Recreation and Culture
consumer_goods-type_games_of_chance,Games of chance,Recreation and Culture
consumer_goods-type_games_toys_and_hobbies,Games/toys and hobbies,Recreation and Culture
consumer_goods-type_gas_hob,Gas hob,Furnishings and Household
consumer_goods-type_gaskets_seals_musical_instruments_fasteners_brooms_brushes_mop_other_misc._goods,Gaskets/seals/musical instruments/fasteners/brooms/brushes/mop and other misc. goods,Furnishings and Household
consumer_goods-type_gasoline_stations,Gasoline stations,General Retail
consumer_goods-type_girls_clothing_excluding_headwear_and_neckwear,Girls' clothing (excluding headwear and neckwear),Clothing and Footwear
consumer_goods-type_glassware_tableware_and_cutlery,Glassware/tableware and cutlery,Furnishings and Household
consumer_goods-type_gloves,Gloves,Clothing and Footwear
consumer_goods-type_golf_courses_marinas_ski_resorts_fitness_other_rec_centers_industries,Golf courses/marinas/ski resorts/fitness and other rec centers and industries,Recreation and Culture
consumer_goods-type_grain_products,Grain products,Food/Beverages/Tobacco
consumer_goods-type_greenhouse_crops_mushrooms_nurseries_flowers,Greenhouse crops/mushrooms/nurseries and flowers,Food/Beverages/Tobacco
consumer_goods-type_hairdressing_and_personal_grooming_services,Hairdressing and personal grooming services,Personal Care and Accessories
