id,name,category
passenger_vehicle-vehicle_type_lower_medium_car-fuel_source_petrol-engine_size_na-vehicle_age_na-vehicle_weight_na,Petrol car (lower medium) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_lower_medium_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (lower medium) - UK electricity T&D for EVs,Vehicles
passenger_vehicle-vehicle_type_luxury_car-fuel_source_diesel-engine_size_na-vehicle_age_na-vehicle_weight_na,Diesel car (luxury) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_luxury_car-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Car (luxury) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_luxury_car-fuel_source_petrol-engine_size_na-vehicle_age_na-vehicle_weight_na,Petrol car (luxury) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_luxury_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (luxury) - UK electricity T&D for EVs,Vehicles
passenger_vehicle-vehicle_type_medium_car-fuel_source_cng-engine_size_na-vehicle_age_na-vehicle_weight_na,CNG car (medium) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_medium_car-fuel_source_diesel-engine_size_na-vehicle_age_na-vehicle_weight_na,Diesel car (medium) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_medium_car-fuel_source_hev-engine_size_na-vehicle_age_na-vehicle_weight_na,Hybrid car (medium) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_medium_car-fuel_source_lpg-engine_size_na-vehicle_age_na-vehicle_weight_na,LPG car (medium) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_medium_car-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Car (medium) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_medium_car-fuel_source_petrol-engine_size_na-vehicle_age_na-vehicle_weight_na,Petrol car (medium) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_medium_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (medium) - UK electricity T&D for EVs,Vehicles
passenger_vehicle-vehicle_type_mini_car-fuel_source_diesel-engine_size_na-vehicle_age_na-vehicle_weight_na,Diesel car (mini) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_mini_car-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Car (mini) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_mini_car-fuel_source_petrol-engine_size_na-vehicle_age_na-vehicle_weight_na,Petrol car (mini) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_mpv_car-fuel_source_diesel-engine_size_na-vehicle_age_na-vehicle_weight_na,Diesel car (MPV) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_mpv_car-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Car (MPV) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_mpv_car-fuel_source_petrol-engine_size_na-vehicle_age_na-vehicle_weight_na,Petrol car (MPV) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_small_car-fuel_source_diesel-engine_size_na-vehicle_age_na-vehicle_weight_na,Diesel car (small) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_small_car-fuel_source_hev-engine_size_na-vehicle_age_na-vehicle_weight_na,Hybrid car (small) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_small_car-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Car (small) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_small_car-fuel_source_petrol-engine_size_na-vehicle_age_na-vehicle_weight_na,Petrol car (small) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_small_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (small) - UK electricity T&D for EVs,Vehicles
passenger_vehicle-vehicle_type_sports_car-fuel_source_diesel-engine_size_na-vehicle_age_na-vehicle_weight_na,Diesel car (sports) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_sports_car-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Car (sports) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_sports_car-fuel_source_petrol-engine_size_na-vehicle_age_na-vehicle_weight_na,Petrol car (sports) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_sports_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (sports) - UK electricity T&D for EVs,Vehicles
passenger_vehicle-vehicle_type_supermini_car-fuel_source_diesel-engine_size_na-vehicle_age_na-vehicle_weight_na,Diesel car (supermini) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_supermini_car-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Car (supermini) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_supermini_car-fuel_source_petrol-engine_size_na-vehicle_age_na-vehicle_weight_na,Petrol car (supermini) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_supermini_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (supermini) - UK electricity T&D for EVs,Vehicles
passenger_vehicle-vehicle_type_upper_medium_car-fuel_source_diesel-engine_size_na-vehicle_age_na-vehicle_weight_na,Diesel car (upper medium) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_upper_medium_car-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Car (upper medium) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_upper_medium_car-fuel_source_petrol-engine_size_na-vehicle_age_na-vehicle_weight_na,Petrol car (upper medium) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_upper_medium_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (upper medium) - UK electricity T&D for EVs,Vehicles
sea_freight-vessel_type_cargo-route_type_na-vessel_length_na-tonnage_gt_0_lt_4999dwt-fuel_source_na,General cargo 0-4999 dwt,Sea Freight
sea_freight-vessel_type_cargo_gt_100teu-route_type_na-vessel_length_na-tonnage_gt_0_lt_4999dwt_gt_100teu-fuel_source_na,General cargo 0-4999 dwt >100 TEU,Sea Freight
sea_freight-vessel_type_cargo_gt_100teu-route_type_na-vessel_length_na-tonnage_gt_10000dwt_gt_100teu-fuel_source_na,General cargo > 10000 dwt >100 TEU,Sea Freight
sea_freight-vessel_type_cargo_gt_100teu-route_type_na-vessel_length_na-tonnage_gt_5000dwt_lt_9999dwt_gt_100teu-fuel_source_na,General cargo 5000-9999 dwt >100 TEU,Sea Freight
sea_freight-vessel_type_container_gt_0_lt_999teu-route_type_na-vessel_length_na-tonnage_na-fuel_source_na,Container ship 0-999 TEU,Sea Freight
sea_freight-vessel_type_container_gt_1000teu_lt_1999teu-route_type_na-vessel_length_na-tonnage_na-fuel_source_na,Container ship 1000-1999 TEU,Sea Freight
sea_freight-vessel_type_container_gt_2000teu_lt_2999teu-route_type_na-vessel_length_na-tonnage_na-fuel_source_na,Container ship 2000-2999 TEU,Sea Freight
sea_freight-vessel_type_container_gt_3000teu_lt_4999teu-route_type_na-vessel_length_na-tonnage_na-fuel_source_na,Container ship 3000-4999 TEU,Sea Freight
sea_freight-vessel_type_container_gt_5000teu_lt_7999teu-route_type_na-vessel_length_na-tonnage_na-fuel_source_na,Container ship 5000-7999 TEU,Sea Freight
sea_freight-vessel_type_container_gt_8000teu-route_type_na-vessel_length_na-tonnage_na-fuel_source_na,Container ship > 8000 TEU,Sea Freight
sea_freight-vessel_type_crude_tanker-route_type_na-vessel_length_na-tonnage_gt_0_lt_9999dwt-fuel_source_na,Crude tanker 0-9999 dwt,Sea Freight
sea_freight-vessel_type_crude_tanker-route_type_na-vessel_length_na-tonnage_gt_10000_lt_59999dwt-fuel_source_na,Crude tanker 10000-59999 dwt,Sea Freight
sea_freight-vessel_type_crude_tanker-route_type_na-vessel_length_na-tonnage_gt_120000_lt_199999dwt-fuel_source_na,Crude tanker 120000-199999 dwt,Sea Freight
sea_freight-vessel_type_crude_tanker-route_type_na-vessel_length_na-tonnage_gt_200000dwt-fuel_source_na,Crude tanker > 200000 dwt,Sea Freight
sea_freight-vessel_type_crude_tanker-route_type_na-vessel_length_na-tonnage_gt_60000_lt_79999dwt-fuel_source_na,Crude tanker 60000-79999 dwt,Sea Freight
sea_freight-vessel_type_crude_tanker-route_type_na-vessel_length_na-tonnage_gt_80000_lt_119999dwt-fuel_source_na,Crude tanker 80000-119999 dwt,Sea Freight
sea_freight-vessel_type_lng_tanker_gt_0_lt_199999m3-route_type_na-vessel_length_na-tonnage_na-fuel_source_na,LNG tanker 0-199999 m3,Sea Freight
sea_freight-vessel_type_lng_tanker_gt_200000m3-route_type_na-vessel_length_na-tonnage_na-fuel_source_na,LNG tanker > 200000 m3,Sea Freight
sea_freight-vessel_type_lpg_tanker_gt_0_lt_49999m3-route_type_na-vessel_length_na-tonnage_na-fuel_source_na,LPG tanker 0-49999 m3,Sea Freight
sea_freight-vessel_type_lpg_tanker_gt_50000m3-route_type_na-vessel_length_na-tonnage_na-fuel_source_na,LPG tanker > 50000 m3,Sea Freight
sea_freight-vessel_type_products_tanker-route_type_na-vessel_length_na-tonnage_gt_0_lt_4999dwt-fuel_source_na,Products tanker 0-4999 dwt,Sea Freight
sea_freight-vessel_type_products_tanker-route_type_na-vessel_length_na-tonnage_gt_10000dwt_lt_19999dwt-fuel_source_na,Products tanker 10000-19999 dwt,Sea Freight
sea_freight-vessel_type_products_tanker-route_type_na-vessel_length_na-tonnage_gt_20000dwt_lt_59999dwt-fuel_source_na,Products tanker 20000-59999 dwt,Sea Freight
sea_freight-vessel_type_products_tanker-route_type_na-vessel_length_na-tonnage_gt_5000dwt_lt_9999dwt-fuel_source_na,Products tanker 5000-9999 dwt,Sea Freight
sea_freight-vessel_type_products_tanker-route_type_na-vessel_length_na-tonnage_gt_60000dwt-fuel_source_na,Products tanker >60000 dwt,Sea Freight
sea_freight-vessel_type_roro_ferry-route_type_na-vessel_length_between_0_and_1999_lm-tonnage_na-fuel_source_na,RoRo-ferry 0 - 1999 LM,Sea Freight
sea_freight-vessel_type_roro_ferry-route_type_na-vessel_length_gt_2000_lm-tonnage_na-fuel_source_na,RoRo-ferry >2000 LM,Sea Freight
sea_freight-vessel_type_tanker-route_type_na-vessel_length_na-tonnage_gt_0_lt_9999dwt-fuel_source_na,Bulk carrier 0-9999 dwt,Sea Freight
sea_freight-vessel_type_tanker-route_type_na-vessel_length_na-tonnage_gt_0t_lt_4999t-fuel_source_na,Chemical tanker 0-4999 dwt,Sea Freight
sea_freight-vessel_type_tanker-route_type_na-vessel_length_na-tonnage_gt_100000dwt_lt_199999dwt-fuel_source_na,Bulk carrier (100000 dwt - 199999 dwt),Sea Freight
sea_freight-vessel_type_tanker-route_type_na-vessel_length_na-tonnage_gt_10000dwt_lt_19999dwt-fuel_source_na,Chemical tanker 10000 - 19999 dwt,Sea Freight
sea_freight-vessel_type_tanker-route_type_na-vessel_length_na-tonnage_gt_10000dwt_lt_34999dwt-fuel_source_na,Bulk carrier (10000 dwt - 34999 dwt),Sea Freight
sea_freight-vessel_type_tanker-route_type_na-vessel_length_na-tonnage_gt_200000dwt-fuel_source_na,Bulk carrier > 200000 dwt,Sea Freight
sea_freight-vessel_type_tanker-route_type_na-vessel_length_na-tonnage_gt_20000dwt-fuel_source_na,Chemical tanker > 20000 dwt,Sea Freight
sea_freight-vessel_type_tanker-route_type_na-vessel_length_na-tonnage_gt_35000dwt_lt_59999dwt-fuel_source_na,Bulk carrier (35000 dwt - 59999 dwt),Sea Freight
sea_freight-vessel_type_tanker-route_type_na-vessel_length_na-tonnage_gt_5000dwt_lt_9999dwt-fuel_source_na,Chemical tanker 5000 - 9999 dwt,Sea Freight
sea_freight-vessel_type_tanker-route_type_na-vessel_length_na-tonnage_gt_60000dwt_lt_99999dwt-fuel_source_na,Bulk carrier (60000 dwt - 99999 dwt),Sea Freight
sea_freight-vessel_type_tanker-route_type_na-vessel_length_na-tonnage_na-fuel_source_na,Chemical tanker (average),Sea Freight
sea_freight-vessel_type_vehicle_carrier-route_type_na-vessel_length_na-tonnage_na-fuel_source_na,Cargo ship (vehicle carrier),Sea Freight
sea_freight-vessel_type_vehicle_gt_0_lt_3999ceu_carrier-route_type_na-vessel_length_na-tonnage_gt_0_lt_3999ceu-fuel_source_na,Cargo ship (vehicle carrier) 0-3999 CEU,Sea Freight
sea_freight-vessel_type_vehicle_gt_4000ceu_carrier-route_type_na-vessel_length_na-tonnage_gt_4000ceu-fuel_source_na,Cargo ship (vehicle carrier) > 4000 CEU,Sea Freight
electricity-supply_grid-source_residual_mix-supplier_dominion_energy,Electricity supplied from grid - residual mix - supplier Dominion Energy,Electricity
electricity-supply_grid-source_supplier_mix-supplier_dominion_energy,Electricity supplied from grid - supplier Dominion Energy,Electricity
electricity-supply_grid-source_tide_wave_ocean,Electricity generated from tide/wave/ocean,Electricity
fuel-type_coal_anthracite-fuel_use_na,Coal - anthracite,Fuel
fuel-type_coal_bituminous-fuel_use_na,Bituminous coal,Fuel
fuel-type_ethanol_bio_100-fuel_use_mobile,Ethanol - 100%,Fuel
fugitive_gas-type_pfc_116,Perfluoroethane (PFC-116),Refrigerants and Fugitive Gases
fugitive_gas-type_pfc_14,Perfluoromethane (PFC-14),Refrigerants and Fugitive Gases
fugitive_gas-type_pfc_218,Perfluoropropane (PFC-218),Refrigerants and Fugitive Gases
chemicals-type_petrochemicals,Petrochemicals,Chemical Products
freight_train-route_type_na-fuel_type_diesel-distance_basis_sfd,Rail freight (diesel traction) - average/mixed load,Rail Freight
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_34t_lt_40t-distance_uplift_included,Artic truck 34 - 40 t - Average/ mixed load - Diesel 5% biodiesel blend,Road Freight
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_34t_lt_40t-load_type_container-distance_uplift_included,Artic truck 34 - 40 t - Container transport - Diesel 5% biodiesel blend,Road Freight
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_40t_lt_44t-distance_uplift_included,Artic truck 40 - 44 t - Average/ mixed load - Diesel 5% biodiesel blend,Road Freight
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_40t_lt_44t-load_type_container-distance_uplift_included,Artic truck 40 - 44 t - Container transport - Diesel 5% biodiesel blend,Road Freight
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_40t_lt_44t-load_type_heavy-distance_uplift_included,Artic truck 40 - 44 t - Heavy load - Diesel 5% biodiesel blend,Road Freight
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_40t_lt_44t-load_type_light-distance_uplift_included,Artic truck 40 - 44 t - Light load - Diesel 5% biodiesel blend,Road Freight
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_44t_lt_60t-distance_uplift_included,Artic truck 44 - 60 t - Average/ mixed load - Diesel 5% biodiesel blend,Road Freight
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_44t_lt_60t-load_type_container-distance_uplift_included,Artic truck 44 - 60 t - Container transport - Diesel 5% biodiesel blend,Road Freight
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_44t_lt_60t-load_type_heavy-distance_uplift_included,Artic truck 44 - 60 t - Heavy load - Diesel 5% biodiesel blend,Road Freight
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_60t_lt_72t-load_type_container-distance_uplift_included,Artic truck 60 - 72 t - Container transport - Diesel 5% biodiesel blend,Road Freight
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_60t_lt_72t-load_type_heavy-distance_uplift_included,Artic truck 60 - 72 t - Heavy load - Diesel 5% biodiesel blend,Road Freight
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_lt_34t-distance_uplift_included,Artic truck <34 t - Average/ mixed load - Diesel 5% biodiesel blend,Road Freight
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_lt_34t-load_type_container-distance_uplift_included,Artic truck <34 t - Container transport - Diesel 5% biodiesel blend,Road Freight
